winner,loser,replica,exhibition,draw,location,league,round,year,date,date
Rapder,Jony Beltrán,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2020-2021,"Sábado, 13 de Marzo de 2021",13/03/2021
Potencia,B One,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2020-2021,"Sábado, 13 de Marzo de 2021",13/03/2021
Zticma,Skiper,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,8,2020-2021,"Sábado, 13 de Marzo de 2021",13/03/2021
Tom Crowley,Joqerr,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,8,2020-2021,"Domingo, 14 de Marzo de 2021",14/03/2021
Pepe Grillo,Ricto,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,8,2020-2021,"Domingo, 14 de Marzo de 2021",14/03/2021
Teorema,Nitro,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,8,2020-2021,"Domingo, 14 de Marzo de 2021",14/03/2021
Acertijo,Esezeta,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,8,2020-2021,"Domingo, 14 de Marzo de 2021",14/03/2021
Jokker,El Menor,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,8,2020-2021,"Domingo, 14 de Marzo de 2021",14/03/2021
Vijay Kesh,Litzen,2 RÉPLICAS,FALSE,FALSE,"Lima, Perú",FMS Peru,9,2020-2021,"Sábado, 20 de Marzo de 2021",20/03/2021
Strike,Choque,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,9,2020-2021,"Sábado, 20 de Marzo de 2021",20/03/2021
Stick,Skill,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,9,2020-2021,"Sábado, 20 de Marzo de 2021",20/03/2021
Toy Lokazo,Nekroos,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,9,2020-2021,"Sábado, 20 de Marzo de 2021",20/03/2021
Diego MC,Jair Wong,EXHIBICIÓN,TRUE,FALSE,"Lima, Perú",FMS Peru,9,2020-2021,"Sábado, 20 de Marzo de 2021",20/03/2021
Stuart,Papo,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,8,2020-2021,"Domingo, 21 de Marzo de 2021",21/03/2021
Mecha,MKS,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,8,2020-2021,"Domingo, 21 de Marzo de 2021",21/03/2021
Nacho,SUB,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,8,2020-2021,"Domingo, 21 de Marzo de 2021",21/03/2021
Dtoke,Cacha,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,8,2020-2021,"Domingo, 21 de Marzo de 2021",21/03/2021
Klan,Wolf,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,8,2020-2021,"Domingo, 21 de Marzo de 2021",21/03/2021
Tirpa,Zasko,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,9,2020-2021,"Sábado, 27 de Marzo de 2021",27/03/2021
Blon,Khan,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,9,2020-2021,"Sábado, 27 de Marzo de 2021",27/03/2021
Sweet Pain,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,9,2020-2021,"Sábado, 27 de Marzo de 2021",27/03/2021
Bnet,Gazir,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,9,2020-2021,"Sábado, 27 de Marzo de 2021",27/03/2021
Mnak,Errecé,SIN RÉPLICA,FALSE,FALSE,"Madrid, España",FMS Espana,9,2020-2021,"Sábado, 27 de Marzo de 2021",27/03/2021
Jokker,Ricto,2 RÉPLICAS,FALSE,FALSE,"Santiago, Chile",FMS Chile,9,2020-2021,"Sábado, 03 de Abril de 2021",03/04/2021
El Menor,Teorema,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,9,2020-2021,"Sábado, 03 de Abril de 2021",03/04/2021
Nitro,Acertijo,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,9,2020-2021,"Sábado, 03 de Abril de 2021",03/04/2021
Joqerr,Pepe Grillo,1 RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,9,2020-2021,"Sábado, 03 de Abril de 2021",03/04/2021
Tom Crowley,Esezeta,SIN RÉPLICA,FALSE,FALSE,"Santiago, Chile",FMS Chile,9,2020-2021,"Sábado, 03 de Abril de 2021",03/04/2021
Skiper,Garza,1 RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,9,2020-2021,"Sábado, 10 de Abril de 2021",10/04/2021
Zticma,Potencia,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,9,2020-2021,"Sábado, 10 de Abril de 2021",10/04/2021
Jony Beltrán,Yoiker,2 RÉPLICAS,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,9,2020-2021,"Sábado, 10 de Abril de 2021",10/04/2021
Rapder,B One,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,9,2020-2021,"Sábado, 10 de Abril de 2021",10/04/2021
RC,Lobo Estepario,SIN RÉPLICA,FALSE,FALSE,"Ciudad de México, México",FMS Mexico,9,2020-2021,"Sábado, 10 de Abril de 2021",10/04/2021
Mecha,SUB,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,9,2020-2021,"Sábado, 17 de Abril de 2021",17/04/2021
Klan,Nacho,2 RÉPLICAS,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,9,2020-2021,"Sábado, 17 de Abril de 2021",17/04/2021
Wolf,MKS,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,9,2020-2021,"Sábado, 17 de Abril de 2021",17/04/2021
Papo,Cacha,SIN RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,9,2020-2021,"Sábado, 17 de Abril de 2021",17/04/2021
Stuart,Dtoke,1 RÉPLICA,FALSE,FALSE,"Argentina, Argentina",FMS Argentina,9,2020-2021,"Sábado, 17 de Abril de 2021",17/04/2021
Black Code,Diego MC,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,1,2021-2023,"Domingo, 10 de Octubre de 2021",10/10/2021
Kian,Vijay Kesh,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,1,2021-2023,"Domingo, 10 de Octubre de 2021",10/10/2021
Stick,Jair Wong,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,1,2021-2023,"Domingo, 10 de Octubre de 2021",10/10/2021
Toy Lokazo,Strike,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,1,2021-2023,"Domingo, 10 de Octubre de 2021",10/10/2021
Jota,Skill,1 RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,1,2021-2023,"Domingo, 10 de Octubre de 2021",10/10/2021
Nekroos,Ghost,SIN RÉPLICA,FALSE,FALSE,"Lima, Perú",FMS Peru,1,2021-2023,"Domingo, 10 de Octubre de 2021",10/10/2021
Jota,Black Code,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,2,2021-2023,"Sábado, 20 de Noviembre de 2021",20/11/2021
Nekroos,Jair Wong,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,2,2021-2023,"Sábado, 20 de Noviembre de 2021",20/11/2021
Vijay Kesh,Stick,SIN RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,2,2021-2023,"Sábado, 20 de Noviembre de 2021",20/11/2021
Skill,Ghost,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,2,2021-2023,"Sábado, 20 de Noviembre de 2021",20/11/2021
Kian,Toy Lokazo,1 RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,2,2021-2023,"Sábado, 20 de Noviembre de 2021",20/11/2021
Diego MC,Strike,SIN RÉPLICA,FALSE,FALSE,"Trujillo, Perú",FMS Peru,2,2021-2023,"Sábado, 20 de Noviembre de 2021",20/11/2021
Klan,Tata,SIN RÉPLICA,FALSE,FALSE,"Mendoza, Argentina",FMS Argentina,1,2021-2023,"Sábado, 04 de Diciembre de 2021",04/12/2021
Wolf,Zaina,SIN RÉPLICA,FALSE,FALSE,"Mendoza, Argentina",FMS Argentina,1,2021-2023,"Sábado, 04 de Diciembre de 2021",04/12/2021
Larrix,Nacho,SIN RÉPLICA,FALSE,FALSE,"Mendoza, Argentina",FMS Argentina,1,2021-2023,"Sábado, 04 de Diciembre de 2021",04/12/2021
Mecha,Naista,1 RÉPLICA,FALSE,FALSE,"Mendoza, Argentina",FMS Argentina,1,2021-2023,"Sábado, 04 de Diciembre de 2021",04/12/2021
Katra,Stuart,1 RÉPLICA,FALSE,FALSE,"Mendoza, Argentina",FMS Argentina,1,2021-2023,"Sábado, 04 de Diciembre de 2021",04/12/2021
Replik,SUB,EXHIBICIÓN,TRUE,FALSE,"Mendoza, Argentina",FMS Argentina,1,2021-2023,"Sábado, 04 de Diciembre de 2021",04/12/2021
Mnak,Blon,SIN RÉPLICA,FALSE,FALSE,"Asturias, España",FMS Espana,1,2021-2023,"Sábado, 18 de Diciembre de 2021",18/12/2021
Skone,Sawi Elekipo,SIN RÉPLICA,FALSE,FALSE,"Asturias, España",FMS Espana,1,2021-2023,"Sábado, 18 de Diciembre de 2021",18/12/2021
Chuty,Tirpa,SIN RÉPLICA,FALSE,FALSE,"Asturias, España",FMS Espana,1,2021-2023,"Sábado, 18 de Diciembre de 2021",18/12/2021
Gazir,Mr Ego,SIN RÉPLICA,FALSE,FALSE,"Asturias, España",FMS Espana,1,2021-2023,"Sábado, 18 de Diciembre de 2021",18/12/2021
Sweet Pain,Hander,1 RÉPLICA,FALSE,FALSE,"Asturias, España",FMS Espana,1,2021-2023,"Sábado, 18 de Diciembre de 2021",18/12/2021
Zasko,Sara Socas,1 RÉPLICA,FALSE,FALSE,"Asturias, España",FMS Espana,1,2021-2023,"Sábado, 18 de Diciembre de 2021",18/12/2021
Zaina,Naista,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,2,2021-2023,"Miércoles, 29 de Diciembre de 2021",29/12/2021
Stuart,MP,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,2,2021-2023,"Miércoles, 29 de Diciembre de 2021",29/12/2021
Papo,Mecha,SIN RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,2,2021-2023,"Miércoles, 29 de Diciembre de 2021",29/12/2021
Klan,Katra,1 RÉPLICA,FALSE,FALSE,"Buenos Aires, Argentina",FMS Argentina,2,2021-2023,"Miércoles, 29 de Diciembre de 2021",29/12/2021
Jesse Pungaz,Tata,EXHIBICIÓN,TRUE,FALSE,"Buenos Aires, Argentina",FMS Argentina,2,2021-2023,"Miércoles, 29 de Diciembre de 2021",29/12/2021
Wolf,Barba Roja,EXHIBICIÓN,TRUE,FALSE,"Buenos Aires, Argentina",FMS Argentina,2,2021-2023,"Miércoles, 29 de Diciembre de 2021",29/12/2021
Zticma,Dominic,SIN RÉPLICA,FALSE,FALSE,"Monterrey, México",FMS Mexico,1,2021-2023,"Sábado, 08 de Enero de 2022",08/01/2022
RC,Dante,SIN RÉPLICA,FALSE,FALSE,"Monterrey, México",FMS Mexico,1,2021-2023,"Sábado, 08 de Enero de 2022",08/01/2022
Rapder,Yoiker,SIN RÉPLICA,FALSE,FALSE,"Monterrey, México",FMS Mexico,1,2021-2023,"Sábado, 08 de Enero de 2022",08/01/2022
Lobo Estepario,Skiper,1 RÉPLICA,FALSE,FALSE,"Monterrey, México",FMS Mexico,1,2021-2023,"Sábado, 08 de Enero de 2022",08/01/2022
Lancer Lirical,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Monterrey, México",FMS Mexico,1,2021-2023,"Sábado, 08 de Enero de 2022",08/01/2022
Aczino,Garza,SIN RÉPLICA,FALSE,FALSE,"Monterrey, México",FMS Mexico,1,2021-2023,"Sábado, 08 de Enero de 2022",08/01/2022
B One,Lobo López,EXHIBICIÓN,TRUE,TRUE,"Monterrey, México",FMS Mexico,1,2021-2023,"Sábado, 08 de Enero de 2022",08/01/2022
Stick,Strike,SIN RÉPLICA,FALSE,FALSE,"Lima Norte, Perú",FMS Peru,3,2021-2023,"Sábado, 22 de Enero de 2022",22/01/2022
Vijay Kesh,Toy Lokazo,1 RÉPLICA,FALSE,FALSE,"Lima Norte, Perú",FMS Peru,3,2021-2023,"Sábado, 22 de Enero de 2022",22/01/2022
Jota,Ghost,SIN RÉPLICA,FALSE,FALSE,"Lima Norte, Perú",FMS Peru,3,2021-2023,"Sábado, 22 de Enero de 2022",22/01/2022
Skill,Kian,1 RÉPLICA,FALSE,FALSE,"Lima Norte, Perú",FMS Peru,3,2021-2023,"Sábado, 22 de Enero de 2022",22/01/2022
Blaximental,Lokillo,EXHIBICIÓN,TRUE,FALSE,"Lima Norte, Perú",FMS Peru,3,2021-2023,"Sábado, 22 de Enero de 2022",22/01/2022
Xplain,Venti,EXHIBICIÓN,TRUE,FALSE,"Lima Norte, Perú",FMS Peru,3,2021-2023,"Sábado, 22 de Enero de 2022",22/01/2022
Mnak,Gazir,1 RÉPLICA,FALSE,FALSE,"Granada, España",FMS Espana,2,2021-2023,"Sábado, 05 de Febrero de 2022",05/02/2022
Chuty,Sara Socas,SIN RÉPLICA,FALSE,FALSE,"Granada, España",FMS Espana,2,2021-2023,"Sábado, 05 de Febrero de 2022",05/02/2022
Sawi Elekipo,Hander,1 RÉPLICA,FALSE,FALSE,"Granada, España",FMS Espana,2,2021-2023,"Sábado, 05 de Febrero de 2022",05/02/2022
Sweet Pain,Zasko,SIN RÉPLICA,FALSE,FALSE,"Granada, España",FMS Espana,2,2021-2023,"Sábado, 05 de Febrero de 2022",05/02/2022
Mr Ego,Tirpa,1 RÉPLICA,FALSE,FALSE,"Granada, España",FMS Espana,2,2021-2023,"Sábado, 05 de Febrero de 2022",05/02/2022
Blon,Skone,SIN RÉPLICA,FALSE,FALSE,"Granada, España",FMS Espana,2,2021-2023,"Sábado, 05 de Febrero de 2022",05/02/2022
Jony Beltrán,Dominic,SIN RÉPLICA,FALSE,FALSE,"Puebla, México",FMS Mexico,2,2021-2023,"Domingo, 06 de Febrero de 2022",06/02/2022
Lancer Lirical,Dante,1 RÉPLICA,FALSE,FALSE,"Puebla, México",FMS Mexico,2,2021-2023,"Domingo, 06 de Febrero de 2022",06/02/2022
Garza,Skiper,1 RÉPLICA,FALSE,FALSE,"Puebla, México",FMS Mexico,2,2021-2023,"Domingo, 06 de Febrero de 2022",06/02/2022
Lobo Estepario,RC,SIN RÉPLICA,FALSE,FALSE,"Puebla, México",FMS Mexico,2,2021-2023,"Domingo, 06 de Febrero de 2022",06/02/2022
Aczino,Yoiker,SIN RÉPLICA,FALSE,FALSE,"Puebla, México",FMS Mexico,2,2021-2023,"Domingo, 06 de Febrero de 2022",06/02/2022
Gonzo,Saturno,EXHIBICIÓN,TRUE,FALSE,"Puebla, México",FMS Mexico,2,2021-2023,"Domingo, 06 de Febrero de 2022",06/02/2022
Jokker,Metalinguistica,SIN RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,1,2021-2023,"Sábado, 12 de Febrero de 2022",12/02/2022
Nitro,Anubis,SIN RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,1,2021-2023,"Sábado, 12 de Febrero de 2022",12/02/2022
Basek,Tom Crowley,SIN RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,1,2021-2023,"Sábado, 12 de Febrero de 2022",12/02/2022
Joqerr,JNO,1 RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,1,2021-2023,"Sábado, 12 de Febrero de 2022",12/02/2022
Teorema,Acertijo,1 RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,1,2021-2023,"Sábado, 12 de Febrero de 2022",12/02/2022
Rodamiento,Erreka,SIN RÉPLICA,FALSE,FALSE,"Concepción, Chile",FMS Chile,1,2021-2023,"Sábado, 12 de Febrero de 2022",12/02/2022
Big Killah,Gavyria,SIN RÉPLICA,FALSE,FALSE,"Medellín, Colombia",FMS Colombia,1,2021-2023,"Sábado, 26 de Febrero de 2022",26/02/2022
Chang,RBN,SIN RÉPLICA,FALSE,FALSE,"Medellín, Colombia",FMS Colombia,1,2021-2023,"Sábado, 26 de Febrero de 2022",26/02/2022
Elevn,Letra,SIN RÉPLICA,FALSE,FALSE,"Medellín, Colombia",FMS Colombia,1,2021-2023,"Sábado, 26 de Febrero de 2022",26/02/2022
Filósofo,ÑKO,SIN RÉPLICA,FALSE,FALSE,"Medellín, Colombia",FMS Colombia,1,2021-2023,"Sábado, 26 de Febrero de 2022",26/02/2022
Lokillo,Carpediem,SIN RÉPLICA,FALSE,FALSE,"Medellín, Colombia",FMS Colombia,1,2021-2023,"Sábado, 26 de Febrero de 2022",26/02/2022
Valles T,Airon,SIN RÉPLICA,FALSE,FALSE,"Medellín, Colombia",FMS Colombia,1,2021-2023,"Sábado, 26 de Febrero de 2022",26/02/2022
Blon,Zasko,SIN RÉPLICA,FALSE,FALSE,"Santiago de Compostela, España",FMS Espana,3,2021-2023,"Sábado, 26 de Marzo de 2022",26/03/2022
Gazir,Hander,SIN RÉPLICA,FALSE,FALSE,"Santiago de Compostela, España",FMS Espana,3,2021-2023,"Sábado, 26 de Marzo de 2022",26/03/2022
Sara Socas,Sweet Pain,1 RÉPLICA,FALSE,FALSE,"Santiago de Compostela, España",FMS Espana,3,2021-2023,"Sábado, 26 de Marzo de 2022",26/03/2022
Tirpa,Sawi Elekipo,1 RÉPLICA,FALSE,FALSE,"Santiago de Compostela, España",FMS Espana,3,2021-2023,"Sábado, 26 de Marzo de 2022",26/03/2022
Chuty,Mnak,1 RÉPLICA,FALSE,FALSE,"Santiago de Compostela, España",FMS Espana,3,2021-2023,"Sábado, 26 de Marzo de 2022",26/03/2022
Jaff,Mr Ego,EXHIBICIÓN,TRUE,FALSE,"Santiago de Compostela, España",FMS Espana,3,2021-2023,"Sábado, 26 de Marzo de 2022",26/03/2022
Acertijo,Joqerr,SIN RÉPLICA,FALSE,FALSE,"Viña del Mar, Chile",FMS Chile,2,2021-2023,"Domingo, 27 de Marzo de 2022",27/03/2022
Rodamiento,Nitro,1 RÉPLICA,FALSE,FALSE,"Viña del Mar, Chile",FMS Chile,2,2021-2023,"Domingo, 27 de Marzo de 2022",27/03/2022
Basek,Metalinguistica,SIN RÉPLICA,FALSE,FALSE,"Viña del Mar, Chile",FMS Chile,2,2021-2023,"Domingo, 27 de Marzo de 2022",27/03/2022
Erreka,Tom Crowley,1 RÉPLICA,FALSE,FALSE,"Viña del Mar, Chile",FMS Chile,2,2021-2023,"Domingo, 27 de Marzo de 2022",27/03/2022
Teorema,Jokker,1 RÉPLICA,FALSE,FALSE,"Viña del Mar, Chile",FMS Chile,2,2021-2023,"Domingo, 27 de Marzo de 2022",27/03/2022
Anubis,JNO,SIN RÉPLICA,FALSE,FALSE,"Viña del Mar, Chile",FMS Chile,2,2021-2023,"Domingo, 27 de Marzo de 2022",27/03/2022
Lokillo,Big Killah,SIN RÉPLICA,FALSE,FALSE,"Barranquilla, Colombia",FMS Colombia,2,2021-2023,"Viernes, 29 de Abril de 2022",29/04/2022
Letra,ÑKO,1 RÉPLICA,FALSE,FALSE,"Barranquilla, Colombia",FMS Colombia,2,2021-2023,"Viernes, 29 de Abril de 2022",29/04/2022
Valles T,Gavyria,SIN RÉPLICA,FALSE,FALSE,"Barranquilla, Colombia",FMS Colombia,2,2021-2023,"Viernes, 29 de Abril de 2022",29/04/2022
Chang,Carpediem,1 RÉPLICA,FALSE,FALSE,"Barranquilla, Colombia",FMS Colombia,2,2021-2023,"Viernes, 29 de Abril de 2022",29/04/2022
Filósofo,Airon,1 RÉPLICA,FALSE,FALSE,"Barranquilla, Colombia",FMS Colombia,2,2021-2023,"Viernes, 29 de Abril de 2022",29/04/2022
RBN,Elevn,SIN RÉPLICA,FALSE,FALSE,"Barranquilla, Colombia",FMS Colombia,2,2021-2023,"Viernes, 29 de Abril de 2022",29/04/2022
MP,Wolf,SIN RÉPLICA,FALSE,FALSE,"La Plata, Argentina",FMS Argentina,3,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Larrix,Tata,SIN RÉPLICA,FALSE,FALSE,"La Plata, Argentina",FMS Argentina,3,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Stuart,Naista,1 RÉPLICA,FALSE,FALSE,"La Plata, Argentina",FMS Argentina,3,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Zaina,Klan,SIN RÉPLICA,FALSE,FALSE,"La Plata, Argentina",FMS Argentina,3,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Mecha,Nacho,SIN RÉPLICA,FALSE,FALSE,"La Plata, Argentina",FMS Argentina,3,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Mr Ego,Replik,EXHIBICIÓN,TRUE,FALSE,"La Plata, Argentina",FMS Argentina,3,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Aczino,Lancer Lirical,SIN RÉPLICA,FALSE,FALSE,"La Plata, Argentina",FMS Argentina,3,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Diego MC,Ghost,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,4,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Strike,Kian,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,4,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Stick,Black Code,1 RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,4,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Toy Lokazo,Jair Wong,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,4,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Skill,Vijay Kesh,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,4,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Nekroos,Jota,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,4,2021-2023,"Sábado, 30 de Abril de 2022",30/04/2022
Zticma,Garza,1 RÉPLICA,FALSE,FALSE,"Ciudad Juárez, México",FMS Mexico,3,2021-2023,"Domingo, 01 de Mayo de 2022",01/05/2022
Dante,Skiper,1 RÉPLICA,FALSE,FALSE,"Ciudad Juárez, México",FMS Mexico,3,2021-2023,"Domingo, 01 de Mayo de 2022",01/05/2022
Lobo Estepario,Jony Beltrán,SIN RÉPLICA,FALSE,FALSE,"Ciudad Juárez, México",FMS Mexico,3,2021-2023,"Domingo, 01 de Mayo de 2022",01/05/2022
Rapder,Dominic,SIN RÉPLICA,FALSE,FALSE,"Ciudad Juárez, México",FMS Mexico,3,2021-2023,"Domingo, 01 de Mayo de 2022",01/05/2022
Yoiker,RC,1 RÉPLICA,FALSE,FALSE,"Ciudad Juárez, México",FMS Mexico,3,2021-2023,"Domingo, 01 de Mayo de 2022",01/05/2022
K-Road,Potencia,EXHIBICIÓN,TRUE,TRUE,"Ciudad Juárez, México",FMS Mexico,3,2021-2023,"Domingo, 01 de Mayo de 2022",01/05/2022
Sweet Pain,Teorema,EXHIBICIÓN,TRUE,TRUE,"Ciudad Juárez, México",FMS Mexico,3,2021-2023,"Domingo, 01 de Mayo de 2022",01/05/2022
RBN,Letra,1 RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,3,2021-2023,"Viernes, 06 de Mayo de 2022",06/05/2022
Elevn,Lokillo,1 RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,3,2021-2023,"Viernes, 06 de Mayo de 2022",06/05/2022
Filósofo,Carpediem,SIN RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,3,2021-2023,"Viernes, 06 de Mayo de 2022",06/05/2022
ÑKO,Gavyria,SIN RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,3,2021-2023,"Viernes, 06 de Mayo de 2022",06/05/2022
Valles T,Chang,SIN RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,3,2021-2023,"Viernes, 06 de Mayo de 2022",06/05/2022
Airon,Big Killah,SIN RÉPLICA,FALSE,FALSE,"Cali, Colombia",FMS Colombia,3,2021-2023,"Viernes, 06 de Mayo de 2022",06/05/2022
Acertijo,JNO,1 RÉPLICA,FALSE,FALSE,"Puerto Montt, Chile",FMS Chile,3,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Jokker,Anubis,1 RÉPLICA,FALSE,FALSE,"Puerto Montt, Chile",FMS Chile,3,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Nitro,Tom Crowley,SIN RÉPLICA,FALSE,FALSE,"Puerto Montt, Chile",FMS Chile,3,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Joqerr,Basek,SIN RÉPLICA,FALSE,FALSE,"Puerto Montt, Chile",FMS Chile,3,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Metalinguistica,Rodamiento,SIN RÉPLICA,FALSE,FALSE,"Puerto Montt, Chile",FMS Chile,3,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Teorema,Erreka,SIN RÉPLICA,FALSE,FALSE,"Puerto Montt, Chile",FMS Chile,3,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Sweet Pain,Tirpa,SIN RÉPLICA,FALSE,FALSE,"Salamanca, España",FMS Espana,4,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Mr Ego,Mnak,1 RÉPLICA,FALSE,FALSE,"Salamanca, España",FMS Espana,4,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Zasko,Hander,SIN RÉPLICA,FALSE,FALSE,"Salamanca, España",FMS Espana,4,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Chuty,Blon,SIN RÉPLICA,FALSE,FALSE,"Salamanca, España",FMS Espana,4,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Gazir,Skone,SIN RÉPLICA,FALSE,FALSE,"Salamanca, España",FMS Espana,4,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Sara Socas,Yartzi,EXHIBICIÓN,TRUE,FALSE,"Salamanca, España",FMS Espana,4,2021-2023,"Sábado, 07 de Mayo de 2022",07/05/2022
Papo,Tata,SIN RÉPLICA,FALSE,FALSE,"Rosario, Argentina",FMS Argentina,4,2021-2023,"Sábado, 18 de Junio de 2022",18/06/2022
Larrix,Stuart,SIN RÉPLICA,FALSE,FALSE,"Rosario, Argentina",FMS Argentina,4,2021-2023,"Sábado, 18 de Junio de 2022",18/06/2022
Klan,Naista,SIN RÉPLICA,FALSE,FALSE,"Rosario, Argentina",FMS Argentina,4,2021-2023,"Sábado, 18 de Junio de 2022",18/06/2022
Wolf,Nacho,1 RÉPLICA,FALSE,FALSE,"Rosario, Argentina",FMS Argentina,4,2021-2023,"Sábado, 18 de Junio de 2022",18/06/2022
Mecha,Katra,SIN RÉPLICA,FALSE,FALSE,"Rosario, Argentina",FMS Argentina,4,2021-2023,"Sábado, 18 de Junio de 2022",18/06/2022
Zaina,MP,1 RÉPLICA,FALSE,FALSE,"Rosario, Argentina",FMS Argentina,4,2021-2023,"Sábado, 18 de Junio de 2022",18/06/2022
