winner,loser,replica,exhibition,draw,location,league,round,year,date,date
Éxodo Lirical,RVS,SIN RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
Metalinguistica,SNK,1 RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
Reverse,Letra,SIN RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
Ghetto,Jony Beltrán,1 RÉPLICA,FALSE,FALSE,"San José, Costa Rica",FMS Caribe,1,2024-2025,"Domingo, 29 de Septiembre de 2024",29/09/2024
G Sony,RBN,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Marithea,Puppy,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Chang,Airon,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Lokillo,Coloso,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Fat Nigga,RBN,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Maylan,Filósofo,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Marithea,Airon,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Puppy,Tuni,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
G Sony,Fat Nigga,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Chang,Coloso,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Lokillo,Filósofo,SIN RÉPLICA,FALSE,FALSE,"Pereira, Colombia",FMS Colombia,2,2024-2025,"Domingo, 06 de Octubre de 2024",06/10/2024
Kmbra,Michu,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Sweet Pain,LE33,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Sawi Elekipo,Segrelles,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Mnak,Alek,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Gazir,Kmbra,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Sweet Pain,Michu,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Chuty,Zasko,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Zasko,Sawi Elekipo,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Mnak,LE33,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Gazir,Navas,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Chuty,Alek,SIN RÉPLICA,FALSE,FALSE,"Valencia, España",FMS Espana,2,2024-2025,"Viernes, 11 de Octubre de 2024",11/10/2024
Vijay Kesh,Arkano,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
Xplain,Letras,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
Jota,KG,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
MP,Skill,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
Black Code,Xplain,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
Vijay Kesh,Letras,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
Nekroos,MP,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
KG,Arkano,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
Skill,Nekroos,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
Black Code,Delenyer,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
Jota,Klibre,SIN RÉPLICA,FALSE,FALSE,"Arequipa, Perú",FMS Peru,1,2024-2025,"Lunes, 14 de Octubre de 2024",14/10/2024
